,Person,Subcategory,Category
10663,Rahme Haider,Syrian writers,Writers
10664,Hanna Abboud,Syrian writers,Writers
10665,Khalil Alrez,Syrian writers,Writers
10666,Abd al-Masih Haddad,Syrian writers,Writers
10667,Ṣidqī ismail,Syrian writers,Writers
10668,Ayoub Mansour,Syrian writers,Writers
10669,Nabil Suleiman,Syrian writers,Writers
10670,Qasim bin Muhammad Al-Bakrji,Syrian writers,Writers
10671,Georges Tarabichi,Syrian writers,Writers
10672,Sausan Jamil Hasan,Syrian writers,Writers
10673,Munir al-Rayyes,Syrian writers,Writers
10674,Elias Farah,Syrian writers,Writers
10675,Jamal al-Din Qasimi,Syrian writers,Writers
10676,Baby Varghese,Syrian writers,Writers
10677,Dima Al Shukr,Syrian writers,Writers
10678,Abdulrazak Eid,Syrian writers,Writers
10679,Fathallah Saqqal,Syrian writers,Writers
10680,Mqboola Chalak,Syrian writers,Writers
10681,Sa'id al-Afghani,Syrian writers,Writers
10682,Al-Jawbari,Syrian writers,Writers
10683,Nizar Aghri,Syrian writers,Writers
10684,Firas al-Sawwah,Syrian writers,Writers
10685,Mariam Faransis,Syrian writers,Writers
10686,Denis Chavis,Syrian writers,Writers
10687,Rasha Abbas,Syrian writers,Writers
10688,Shahla Ujayli,Syrian writers,Writers
10689,Dawud al-Antaki,Syrian writers,Writers
10690,Su Xuelin,Taiwanese writers,Writers
10691,Thomé H. Fang,Taiwanese writers,Writers
10692,Wang Sheng-hong,Taiwanese writers,Writers
10693,Chung-ying Cheng,Taiwanese writers,Writers
10694,Lo Chih-chiang,Taiwanese writers,Writers
10695,Huang Chih-hsien,Taiwanese writers,Writers
10696,Hou Zong-Sheng,Taiwanese writers,Writers
10697,Chow Lien-hwa,Taiwanese writers,Writers
10698,Chih-Yuan Chen,Taiwanese writers,Writers
10699,Dongchu,Taiwanese writers,Writers
10700,Lin Mun-lee,Taiwanese writers,Writers
10701,Jimmy Liao,Taiwanese writers,Writers
10702,Stan Lai,Taiwanese writers,Writers
10703,Derek Lin,Taiwanese writers,Writers
10704,Sophie Chang (philanthropist),Taiwanese writers,Writers
10705,Ken Chu,Taiwanese writers,Writers
10706,Shih Shou-chien,Taiwanese writers,Writers
10707,I Lo-fen,Taiwanese writers,Writers
10708,Huang An (singer),Taiwanese writers,Writers
10709,Hou Chi-jan,Taiwanese writers,Writers
10710,Chris Wang (actor),Taiwanese writers,Writers
10711,Tymo Lin,Taiwanese writers,Writers
10712,Hashim Gadoev,Tajikistani writers,Writers
10713,Iskandar Khatloni,Tajikistani writers,Writers
10714,Satim Ulugzade,Tajikistani writers,Writers
10715,Abdumalik Bahori,Tajikistani writers,Writers
10716,Aminjan Shokuhi,Tajikistani writers,Writers
10717,Hakim Karim,Tajikistani writers,Writers
10718,Muhammadjon Shakuri,Tajikistani writers,Writers
10719,Simon Cosmas,Tanzanian writers,Writers
10720,John Kilaka,Tanzanian writers,Writers
10721,Nahida Esmail,Tanzanian writers,Writers
10722,Richard Mabala,Tanzanian writers,Writers
10723,Haji Gora Haji,Tanzanian writers,Writers
10724,Prince Kagwema,Tanzanian writers,Writers
10725,Shaheen Merali,Tanzanian writers,Writers
10726,Joseph Marwa (actor),Tanzanian writers,Writers
10727,Christopher Mwashinga,Tanzanian writers,Writers
10728,Makwaia wa Kuhenga,Tanzanian writers,Writers
10729,Ebrahim Hussein,Tanzanian writers,Writers
10730,Arak Amornsupasiri,Thai writers,Writers
10731,Prawase Wasi,Thai writers,Writers
10732,Ratchanee Sripraiwan,Thai writers,Writers
10733,Bhisadej Rajani,Thai writers,Writers
10734,Prasert Sapsunthorn,Thai writers,Writers
10735,Prem Purachatra,Thai writers,Writers
10736,Netiwit Chotiphatphaisal,Thai writers,Writers
10737,Narisa Chakrabongse,Thai writers,Writers
10738,Phraya Sisunthonwohan,Thai writers,Writers
10739,Khamsing Srinawk,Thai writers,Writers
10740,Anusorn Mongkolkarn,Thai writers,Writers
10741,Rong Wongsawan,Thai writers,Writers
10742,Yingyong Yodbuangam,Thai writers,Writers
10743,Thianwan Wannapho,Thai writers,Writers
10744,Samruam Singh,Thai writers,Writers
10745,Ajin Panjapan,Thai writers,Writers
10746,Sakchai Bamrungpong,Thai writers,Writers
10747,Luang Saranupraphan,Thai writers,Writers
10748,Chaophraya Thammasakmontri,Thai writers,Writers
10749,Sornram Teppitak,Thai writers,Writers
10750,Phraya Anuman Rajadhon,Thai writers,Writers
10751,Chote Praepan,Thai writers,Writers
10752,Rawi Bhavilai,Thai writers,Writers
10753,Nidhi Eoseewong,Thai writers,Writers
10754,Suchart Sawatsi,Thai writers,Writers
10755,Sami Tchak,Togolese writers,Writers
10756,Théo Ananissoh,Togolese writers,Writers
10757,Kangni Alem,Togolese writers,Writers
10758,Gnimdéwa Atakpama,Togolese writers,Writers
10759,Félix Couchoro,Togolese writers,Writers
10760,Sénouvo Agbota Zinsou,Togolese writers,Writers
10761,Kossi Efoui,Togolese writers,Writers
10762,Paul Ahyi,Togolese writers,Writers
10763,Edem Awumey,Togolese writers,Writers
10764,David Ananou,Togolese writers,Writers
10765,Sione Lātūkefu,Tongan writers,Writers
10766,Konai Helu Thaman,Tongan writers,Writers
10767,Epeli Hauʻofa,Tongan writers,Writers
10768,Lynn Joseph,Trinidad and Tobago writers,Writers
10769,M. P. Alladin,Trinidad and Tobago writers,Writers
10770,Kevin Jared Hosein,Trinidad and Tobago writers,Writers
10771,Valerie Belgrave,Trinidad and Tobago writers,Writers
10772,Dominique Jackson (model),Trinidad and Tobago writers,Writers
10773,Angelique Nixon,Trinidad and Tobago writers,Writers
10774,Al Ramsawack,Trinidad and Tobago writers,Writers
10775,Lisa Allen-Agostini,Trinidad and Tobago writers,Writers
10776,"Leslie ""Teacher"" Palmer",Trinidad and Tobago writers,Writers
10777,Patricia Mohammed,Trinidad and Tobago writers,Writers
10778,Cheryl Boyce Taylor,Trinidad and Tobago writers,Writers
10779,Imran N. Hosein,Trinidad and Tobago writers,Writers
10780,Marguerite Wyke,Trinidad and Tobago writers,Writers
10781,Courtenay Bartholomew,Trinidad and Tobago writers,Writers
10782,Samir Ayadi,Tunisian writers,Writers
10783,Boubaker Ayadi,Tunisian writers,Writers
10784,Rachid Driss,Tunisian writers,Writers
10785,Mohamed Bach Hamba,Tunisian writers,Writers
10786,Ali Douagi,Tunisian writers,Writers
10787,Jacob Chemla,Tunisian writers,Writers
10788,Yamen Manai,Tunisian writers,Writers
10789,Amira Ghenim,Tunisian writers,Writers
10790,Mahmoud Aslan,Tunisian writers,Writers
10791,Moncef Chelli,Tunisian writers,Writers
10792,Mohamed Fadhel Ben Achour,Tunisian writers,Writers
10793,Lafif Lakhdar,Tunisian writers,Writers
10794,Mohamed Ait Mihoub,Tunisian writers,Writers
10795,Gilbert Naccache,Tunisian writers,Writers
10796,Hassan Husni Abd al-Wahhab,Tunisian writers,Writers
10797,Tahar Haddad,Tunisian writers,Writers
10798,Mohamed Hechmi Hamdi,Tunisian writers,Writers
10799,Shukri Mabkhout,Tunisian writers,Writers
10800,Abdessalem Mseddi,Tunisian writers,Writers
10801,Muhammad al-Sanusi (Tunisian academic),Tunisian writers,Writers
10802,Kalthoum Sarrai,Tunisian writers,Writers
10803,Hédi Balegh,Tunisian writers,Writers
10804,Hayreddin Pasha,Tunisian writers,Writers
10805,Hachemi Baccouche,Tunisian writers,Writers
10806,Mahmoud Messadi,Tunisian writers,Writers
10807,Riadh Sidaoui,Tunisian writers,Writers
10808,Lactantius,Tunisian writers,Writers
10809,Tamas (Tangency),Tunisian writers,Writers
10810,Hasan Bin Uthman,Tunisian writers,Writers
10811,Ahmed Jdey,Tunisian writers,Writers
10812,Safi Saïd,Tunisian writers,Writers
10813,Muhammad Saleh Al-Jaberi,Tunisian writers,Writers
10814,Larbi Sadiki,Tunisian writers,Writers
10815,Mahmud Qabadu,Tunisian writers,Writers
10816,Mohammed Mzali,Tunisian writers,Writers
10817,Hind Shalabi,Tunisian writers,Writers
10818,Nacer Khemir,Tunisian writers,Writers
10819,Abdul Qadir Al Muhairi,Tunisian writers,Writers
10820,Amine Al Ghozzi,Tunisian writers,Writers
10821,Béchir Ben Slama,Tunisian writers,Writers
10822,Mohammed ʽEissa al-Muʼadab,Tunisian writers,Writers
10823,Hammadi Sammoud,Tunisian writers,Writers
10824,Emin Çölaşan,Turkish writers,Writers
10825,Ali Cimen,Turkish writers,Writers
10826,Mahmut Şenol,Turkish writers,Writers
10827,Duran Çetin,Turkish writers,Writers
10828,Mahmut Tolon,Turkish writers,Writers
10829,Samipaşazade Sezai,Turkish writers,Writers
10830,Nurduran Duman,Turkish writers,Writers
10831,Musa Anter,Turkish writers,Writers
10832,Necmiye Alpay,Turkish writers,Writers
10833,Müjdat Gezen,Turkish writers,Writers
10834,Cenk Enes Özer,Turkish writers,Writers
10835,Vâlâ Nureddin,Turkish writers,Writers
10836,Mustafa Aydoğan,Turkish writers,Writers
10837,Yadé Kara,Turkish writers,Writers
10838,Özgür Mumcu,Turkish writers,Writers
10839,Mustafa Olpak,Turkish writers,Writers
10840,Suphi Nuri İleri,Turkish writers,Writers
10841,Kader Sevinc,Turkish writers,Writers
10842,Eren Erdem,Turkish writers,Writers
10843,Turgut Berkes,Turkish writers,Writers
10844,Lokman Polat,Turkish writers,Writers
10845,Uğur Soldan,Turkish writers,Writers
10846,Turgut Özakman,Turkish writers,Writers
10847,Moris Farhi,Turkish writers,Writers
10848,Abdullah Aymaz,Turkish writers,Writers
10849,Nejdet Sançar,Turkish writers,Writers
10850,Cevat Şakir Kabaağaçlı,Turkish writers,Writers
10851,Bülent Atalay,Turkish writers,Writers
10852,Uğur Dündar,Turkish writers,Writers
10853,Şükrü Kaya,Turkish writers,Writers
10854,Rıza Tevfik Bölükbaşı,Turkish writers,Writers
10855,Adnan Adıvar,Turkish writers,Writers
10856,Yavuz Baydar,Turkish writers,Writers
10857,Hasan Husni al-Tuwayrani,Turkish writers,Writers
10858,Üstün Bilgen-Reinart,Turkish writers,Writers
10859,Baybars Altuntaş,Turkish writers,Writers
10860,Muhammed Bozdağ,Turkish writers,Writers
10861,Aysel Gürel,Turkish writers,Writers
10862,Mehmet Ali Birand,Turkish writers,Writers
10863,Samet Ağaoğlu,Turkish writers,Writers
10864,Semra Eren-Nijhar,Turkish writers,Writers
10865,Mehmed Uzun,Turkish writers,Writers
10866,Ali Bayramoğlu,Turkish writers,Writers
10867,Sabri Kaliç,Turkish writers,Writers
10868,Hakan Sürsal,Turkish writers,Writers
10869,İskender Pala,Turkish writers,Writers
10870,Nihat Genç,Turkish writers,Writers
10871,İsmail Fenni Ertuğrul,Turkish writers,Writers
10872,Mehmet Baransu,Turkish writers,Writers
10873,Renan Demirkan,Turkish writers,Writers
10874,PuCCa (writer),Turkish writers,Writers
10875,Süleyman Ateş,Turkish writers,Writers
10876,İhsan Oktay Anar,Turkish writers,Writers
10877,Yaşar Turgut Bilgin,Turkish writers,Writers
10878,Mehmet Emin Yurdakul,Turkish writers,Writers
10879,Celal Esat Arseven,Turkish writers,Writers
10880,Aras Ören,Turkish writers,Writers
10881,Vaghinag Bekaryan,Turkish writers,Writers
10882,Faik Bulut,Turkish writers,Writers
10883,Ahmet Şâhin (writer),Turkish writers,Writers
10884,Şahamettin Kuzucular,Turkish writers,Writers
10885,Rahim Er,Turkish writers,Writers
10886,Bedrettin Tuncel,Turkish writers,Writers
10887,Cengiz Bektaş,Turkish writers,Writers
10888,Banu Avar,Turkish writers,Writers
10889,Burhan Sönmez,Turkish writers,Writers
10890,Zülfü Livaneli,Turkish writers,Writers
10891,Ahmet Arvasi,Turkish writers,Writers
10892,Nezihe Muhiddin,Turkish writers,Writers
10893,Ayshe Talay-Ongan,Turkish writers,Writers
10894,Alper Görmüş,Turkish writers,Writers
10895,Mehmet Coral,Turkish writers,Writers
10896,Faruk Mercan,Turkish writers,Writers
10897,Mustafa Sabri,Turkish writers,Writers
10898,İsmet Elçi,Turkish writers,Writers
10899,Burak Eldem,Turkish writers,Writers
10900,Yasin Aslan,Turkish writers,Writers
10901,Ercan Akbay,Turkish writers,Writers
10902,Etyen Mahçupyan,Turkish writers,Writers
10903,Altan Öymen,Turkish writers,Writers
10904,Ahmet Köklügiller,Turkish writers,Writers
10905,Ivana Sert,Turkish writers,Writers
10906,Radi Dikici,Turkish writers,Writers
10907,Nuray Lale,Turkish writers,Writers
10908,Osman Nuri Topbaş,Turkish writers,Writers
10909,Mehmet Eroğlu,Turkish writers,Writers
10910,Fikret Otyam,Turkish writers,Writers
10911,İsmet Uçma,Turkish writers,Writers
10912,Didem Ünsal,Turkish writers,Writers
10913,Şakir Bilgin,Turkish writers,Writers
10914,Mahmud Esad Coşan,Turkish writers,Writers
10915,Hasan Ali Toptaş,Turkish writers,Writers
10916,Bahadir Kaleagasi,Turkish writers,Writers
10917,Cumhur Oranci,Turkish writers,Writers
10918,İzzet Ulvi Aykurt,Turkish writers,Writers
10919,Ecevit Kılıç,Turkish writers,Writers
10920,Arzu Toker,Turkish writers,Writers
10921,Ali Ünal,Turkish writers,Writers
10922,Kaan İnce,Turkish writers,Writers
10923,Bedri Rahmi Eyüboğlu,Turkish writers,Writers
10924,Emine Işınsu,Turkish writers,Writers
10925,Evin Çiçek,Turkish writers,Writers
10926,Sadık Albayrak,Turkish writers,Writers
10927,Ömer Döngeloğlu,Turkish writers,Writers
10928,Ahmet Cevat Emre,Turkish writers,Writers
10929,Ümit Kaftancıoğlu,Turkish writers,Writers
10930,Nedim Şener,Turkish writers,Writers
10931,Canan Topçu,Turkish writers,Writers
10932,Reha Oğuz Türkkan,Turkish writers,Writers
10933,Emine Çaykara,Turkish writers,Writers
10934,Raci Şaşmaz,Turkish writers,Writers
10935,Fahrettin Çiloğlu,Turkish writers,Writers
10936,Ahmet Haşim,Turkish writers,Writers
10937,Nihal Güres,Turkish writers,Writers
10938,Adnan Özyalçıner,Turkish writers,Writers
10939,Hanefi Avcı,Turkish writers,Writers
10940,Ragıp Eşref Filiz,Turkish writers,Writers
10941,Habib Bektaş,Turkish writers,Writers
10942,Erol Toy,Turkish writers,Writers
10943,Oral Çalışlar,Turkish writers,Writers
10944,Ertuğrul Mat,Turkish writers,Writers
10945,Erol Mütercimler,Turkish writers,Writers
10946,Kadir Mısıroğlu,Turkish writers,Writers
10947,Altay Öktem,Turkish writers,Writers
10948,Aslı Perker,Turkish writers,Writers
10949,Fatih Takmaklı,Turkish writers,Writers
10950,Şerafettin Yıldız,Turkish writers,Writers
10951,Onur Ağaoğlu,Turkish writers,Writers
10952,Pelin Batu,Turkish writers,Writers
10953,Setenay Özbek,Turkish writers,Writers
10954,Sabahattin Eyüboğlu,Turkish writers,Writers
10955,Metin Altıok,Turkish writers,Writers
10956,Voskan Martikian,Turkish writers,Writers
10957,Suzan Emine Kaube,Turkish writers,Writers
10958,Yüksel Pazarkaya,Turkish writers,Writers
10959,Asuman Güzelce,Turkish writers,Writers
10960,Rekin Teksoy,Turkish writers,Writers
10961,Şakir Bayhan,Turkish writers,Writers
10962,Şadi Üçüncü,Turkish writers,Writers
10963,Fikri Cantürk,Turkish writers,Writers
10964,Alev Tekinay,Turkish writers,Writers
10965,Mikhail Gurevich (chess player),Turkish writers,Writers
10966,Ömer Asan,Turkish writers,Writers
10967,Ahmed Hulusi,Turkish writers,Writers
10968,Tuncay Özkan,Turkish writers,Writers
10969,Ahmet Almaz,Turkish writers,Writers
10970,İsmail Müştak Mayakon,Turkish writers,Writers
10971,Stella Aciman,Turkish writers,Writers
10972,Kenan Yücel,Turkish writers,Writers
10973,M. Hakan Yavuz,Turkish writers,Writers
10974,Selâhattin Kantar,Turkish writers,Writers
10975,Doğan Kuban,Turkish writers,Writers
10976,Zihni Çakır,Turkish writers,Writers
10977,Cüneyt Özdemir,Turkish writers,Writers
10978,Gurbanguly Berdimuhamedow,Turkmenistan writers,Writers
10979,Afaese Manoa,Tuvaluan writers,Writers
10980,Michael B. Nsimbi,Ugandan writers,Writers
10981,Jackee Budesta Batanda,Ugandan writers,Writers
10982,Juliane Okot Bitek,Ugandan writers,Writers
10983,Regina Amollo,Ugandan writers,Writers
10984,Mutesa II of Buganda,Ugandan writers,Writers
10985,Pio Zirimu,Ugandan writers,Writers
10986,Akiki Nyabongo,Ugandan writers,Writers
10987,Amos Mubunga Kambere,Ugandan writers,Writers
10988,Nick Twinamatsiko,Ugandan writers,Writers
10989,Ernest Bazanye,Ugandan writers,Writers
10990,Eneriko Seruma,Ugandan writers,Writers
10991,Hamis Kiggundu,Ugandan writers,Writers
10992,John Nagenda,Ugandan writers,Writers
10993,James Munange Ogoola,Ugandan writers,Writers
10994,Nathan Ssewali,Ugandan writers,Writers
10995,Bwesigye bwa Mwesigire,Ugandan writers,Writers
10996,Sam Tulya-Muhika,Ugandan writers,Writers
10997,Dilman Dila,Ugandan writers,Writers
10998,Barbie Kyagulanyi,Ugandan writers,Writers
10999,Patrick Mangeni,Ugandan writers,Writers
11000,Lubwa p'Chong,Ugandan writers,Writers
11001,Richard Carl Ntiru,Ugandan writers,Writers
11002,Yoweri Museveni,Ugandan writers,Writers
11003,Anne Kansiime,Ugandan writers,Writers
11004,Peter Kagayi,Ugandan writers,Writers
11005,Michael Kyomya,Ugandan writers,Writers
11006,Christopher Henry Muwanga Barlow,Ugandan writers,Writers
11007,Ivan Matthias Mulumba,Ugandan writers,Writers
11008,Cleopatra Koheirwe,Ugandan writers,Writers
11009,Wycliffe Kiyingi,Ugandan writers,Writers
11010,Judith Adong,Ugandan writers,Writers
11011,Tamale Mirundi,Ugandan writers,Writers
11012,James R Tumusiime,Ugandan writers,Writers
11013,Andrew Rugasira,Ugandan writers,Writers
11014,Ayeta Anne Wangusa,Ugandan writers,Writers
11015,Tumusiime Rushedge,Ugandan writers,Writers
11016,Jason Ntaro,Ugandan writers,Writers
11017,Oleksandr Irvanets,Ukrainian writers,Writers
11018,Panteleimon Kulish,Ukrainian writers,Writers
11019,Nadija Hordijenko Andrianova,Ukrainian writers,Writers
11020,Myroslav Dochynets,Ukrainian writers,Writers
11021,Ivan Dziuba,Ukrainian writers,Writers
11022,Ivan Vyshenskyi,Ukrainian writers,Writers
11023,Paulin Święcicki,Ukrainian writers,Writers
11024,Valentyn Moroz,Ukrainian writers,Writers
11025,Teodozia Zarivna,Ukrainian writers,Writers
11026,David Bergelson,Ukrainian writers,Writers
11027,Simon Wiesenthal,Ukrainian writers,Writers
11028,Pyotr Vershigora,Ukrainian writers,Writers
11029,Sergey Ivanovich Aksenenko,Ukrainian writers,Writers
11030,Fyodor Konyukhov,Ukrainian writers,Writers
11031,Maria Matios,Ukrainian writers,Writers
11032,Joseph Pavliv,Ukrainian writers,Writers
11033,Ivan Karpenko-Karyi,Ukrainian writers,Writers
11034,Mykhailo Stelmakh,Ukrainian writers,Writers
11035,Ivan Naumovich,Ukrainian writers,Writers
11036,Bohdan Dedyckiy,Ukrainian writers,Writers
11037,Ihor Kostetskyi,Ukrainian writers,Writers
11038,Khrystyna Kozlovska,Ukrainian writers,Writers
11039,Ivan Mavrodi,Ukrainian writers,Writers
11040,Serhii Shevchenko,Ukrainian writers,Writers
11041,Volodymyr Chekhivsky,Ukrainian writers,Writers
11042,Vasyl Grendzha-Donsky,Ukrainian writers,Writers
11043,Myroslav Laiuk,Ukrainian writers,Writers
11044,Vadim Sobko,Ukrainian writers,Writers
11045,Dmytro Dontsov,Ukrainian writers,Writers
11046,Konstantin Popovich,Ukrainian writers,Writers
11047,Yevhen Pluzhnyk,Ukrainian writers,Writers
11048,Dmytro Chobit,Ukrainian writers,Writers
11049,Vasyl Shkliar,Ukrainian writers,Writers
11050,Theodore Odrach,Ukrainian writers,Writers
11051,Jury Rupin,Ukrainian writers,Writers
11052,Mykola Voronyi,Ukrainian writers,Writers
11053,Vsevolod Krestovsky,Ukrainian writers,Writers
11054,Valerian Polishchuk,Ukrainian writers,Writers
11055,Svitlana Yeremenko,Ukrainian writers,Writers
11056,Lev Kiszka,Ukrainian writers,Writers
11057,Viktor Khokhliuk,Ukrainian writers,Writers
11058,Kateryna Babkina,Ukrainian writers,Writers
11059,Valerian Pidmohylny,Ukrainian writers,Writers
11060,Alexander Potebnja,Ukrainian writers,Writers
