,Word,Count,Subcategory
0,space,794,American astronauts
1,nasa,492,American astronauts
2,mission,352,American astronauts
3,astronaut,345,American astronauts
4,flight,273,American astronauts
5,shuttle,221,American astronauts
6,university,214,American astronauts
7,air,204,American astronauts
8,bezos,197,American astronauts
9,science,182,American astronauts
10,crew,176,American astronauts
11,american,166,American astronauts
12,station,165,American astronauts
13,school,153,American astronauts
14,pilot,152,American astronauts
15,force,150,American astronauts
16,served,146,American astronauts
17,ride,132,American astronauts
18,hours,131,American astronauts
19,center,129,American astronauts
20,research,128,American astronauts
21,training,128,American astronauts
22,program,125,American astronauts
23,test,124,American astronauts
24,degree,121,American astronauts
25,born,118,American astronauts
26,$,117,American astronauts
27,astronauts,115,American astronauts
28,engineering,114,American astronauts
29,new,113,American astronauts
30,time,112,American astronauts
31,career,109,American astronauts
32,national,102,American astronauts
33,received,102,American astronauts
34,international,100,American astronauts
35,earth,99,American astronauts
36,member,97,American astronauts
37,california,96,American astronauts
38,united,96,American astronauts
39,life,95,American astronauts
40,states,95,American astronauts
41,award,89,American astronauts
42,july,85,American astronauts
43,medal,85,American astronauts
44,selected,82,American astronauts
45,group,81,American astronauts
46,january,80,American astronauts
47,amazon,79,American astronauts
48,later,79,American astronauts
49,september,78,American astronauts
50,space,271,Russian cosmonauts
51,cosmonaut,189,Russian cosmonauts
52,russian,181,Russian cosmonauts
53,soyuz,164,Russian cosmonauts
54,gagarin,163,Russian cosmonauts
55,flight,142,Russian cosmonauts
56,expedition,130,Russian cosmonauts
57,iss,113,Russian cosmonauts
58,station,112,Russian cosmonauts
59,spacewalk,107,Russian cosmonauts
60,crew,89,Russian cosmonauts
61,training,88,Russian cosmonauts
62,hours,76,Russian cosmonauts
63,mir,72,Russian cosmonauts
64,air,68,Russian cosmonauts
65,module,67,Russian cosmonauts
66,spacecraft,67,Russian cosmonauts
67,minutes,64,Russian cosmonauts
68,engineer,63,Russian cosmonauts
69,soviet,61,Russian cosmonauts
70,april,59,Russian cosmonauts
71,march,59,Russian cosmonauts
72,mission,57,Russian cosmonauts
73,commander,56,Russian cosmonauts
74,days,56,Russian cosmonauts
75,earth,56,Russian cosmonauts
76,pilot,56,Russian cosmonauts
77,born,55,Russian cosmonauts
78,aboard,52,Russian cosmonauts
79,nasa,47,Russian cosmonauts
80,october,46,Russian cosmonauts
81,yuri,46,Russian cosmonauts
82,served,45,Russian cosmonauts
83,career,44,Russian cosmonauts
84,force,44,Russian cosmonauts
85,usachov,44,Russian cosmonauts
86,performed,42,Russian cosmonauts
87,astronaut,41,Russian cosmonauts
88,international,41,Russian cosmonauts
89,time,41,Russian cosmonauts
90,utc,41,Russian cosmonauts
91,returned,40,Russian cosmonauts
92,school,40,Russian cosmonauts
93,experiment,39,Russian cosmonauts
94,installed,39,Russian cosmonauts
95,1,38,Russian cosmonauts
96,5,38,Russian cosmonauts
97,graduated,37,Russian cosmonauts
98,cosmonauts,36,Russian cosmonauts
99,kotov,36,Russian cosmonauts
100,space,50,German astronauts
101,astronaut,38,German astronauts
102,mission,38,German astronauts
103,german,32,German astronauts
104,esa,26,German astronauts
105,european,24,German astronauts
106,germany,22,German astronauts
107,maurer,19,German astronauts
108,station,16,German astronauts
109,university,16,German astronauts
110,team,14,German astronauts
111,training,14,German astronauts
112,international,13,German astronauts
113,schlegel,13,German astronauts
114,selected,13,German astronauts
115,west,11,German astronauts
116,agency,10,German astronauts
117,flew,10,German astronauts
118,soyuz,10,German astronauts
119,2008,9,German astronauts
120,born,9,German astronauts
121,corps,9,German astronauts
122,doctorate,9,German astronauts
123,m,9,German astronauts
124,second,9,German astronauts
125,3,8,German astronauts
126,biography,8,German astronauts
127,external,8,German astronauts
128,february,8,German astronauts
129,links,8,German astronauts
130,matthias,8,German astronauts
131,mir,8,German astronauts
132,nasa,8,German astronauts
133,spacelab,8,German astronauts
134,astronauts,7,German astronauts
135,centre,7,German astronauts
136,cologne,7,German astronauts
137,columbus,7,German astronauts
138,expedition,7,German astronauts
139,hans,7,German astronauts
140,isbn,7,German astronauts
141,iss,7,German astronauts
142,missions,7,German astronauts
143,shuttle,7,German astronauts
144,career,6,German astronauts
145,crew,6,German astronauts
146,days,6,German astronauts
147,heike,6,German astronauts
148,honorary,6,German astronauts
149,materials,6,German astronauts
150,space,367,Soviet cosmonauts
151,soviet,210,Soviet cosmonauts
152,cosmonaut,208,Soviet cosmonauts
153,soyuz,192,Soviet cosmonauts
154,russian,155,Soviet cosmonauts
155,flight,140,Soviet cosmonauts
156,order,129,Soviet cosmonauts
157,mission,110,Soviet cosmonauts
158,pilot,93,Soviet cosmonauts
159,union,89,Soviet cosmonauts
160,crew,88,Soviet cosmonauts
161,station,82,Soviet cosmonauts
162,ussr,82,Soviet cosmonauts
163,medal,81,Soviet cosmonauts
164,hero,78,Soviet cosmonauts
165,training,77,Soviet cosmonauts
166,commander,66,Soviet cosmonauts
167,days,64,Soviet cosmonauts
168,mir,61,Soviet cosmonauts
169,air,59,Soviet cosmonauts
170,born,57,Soviet cosmonauts
171,time,57,Soviet cosmonauts
172,moscow,56,Soviet cosmonauts
173,salyut,56,Soviet cosmonauts
174,cosmonauts,54,Soviet cosmonauts
175,force,49,Soviet cosmonauts
176,school,49,Soviet cosmonauts
177,1,47,Soviet cosmonauts
178,aboard,47,Soviet cosmonauts
179,earth,47,Soviet cosmonauts
180,research,47,Soviet cosmonauts
181,5,46,Soviet cosmonauts
182,krikalev,46,Soviet cosmonauts
183,flew,45,Soviet cosmonauts
184,october,45,Soviet cosmonauts
185,atkov,44,Soviet cosmonauts
186,hours,44,Soviet cosmonauts
187,2,43,Soviet cosmonauts
188,december,43,Soviet cosmonauts
189,lenin,43,Soviet cosmonauts
190,belyayev,42,Soviet cosmonauts
191,march,42,Soviet cosmonauts
192,republic,41,Soviet cosmonauts
193,april,40,Soviet cosmonauts
194,references,40,Soviet cosmonauts
195,test,40,Soviet cosmonauts
196,merit,39,Soviet cosmonauts
197,military,39,Soviet cosmonauts
198,3,38,Soviet cosmonauts
199,7,38,Soviet cosmonauts
200,space,61,Ukrainian cosmonauts
201,ukraine,30,Ukrainian cosmonauts
202,popovich,29,Ukrainian cosmonauts
203,flight,28,Ukrainian cosmonauts
204,ukrainian,24,Ukrainian cosmonauts
205,soviet,20,Ukrainian cosmonauts
206,2018,19,Ukrainian cosmonauts
207,september,18,Ukrainian cosmonauts
208,training,16,Ukrainian cosmonauts
209,4,15,Ukrainian cosmonauts
210,kadenyuk,15,Ukrainian cosmonauts
211,january,14,Ukrainian cosmonauts
212,president,14,Ukrainian cosmonauts
213,russian,14,Ukrainian cosmonauts
214,state,14,Ukrainian cosmonauts
215,retrieved,13,Ukrainian cosmonauts
216,columbia,12,Ukrainian cosmonauts
217,cosmonaut,11,Ukrainian cosmonauts
218,leonid,11,Ukrainian cosmonauts
219,russia,11,Ukrainian cosmonauts
220,spacecraft,11,Ukrainian cosmonauts
221,air,10,Ukrainian cosmonauts
222,cosmonauts,10,Ukrainian cosmonauts
223,mission,10,Ukrainian cosmonauts
224,pustovyi,10,Ukrainian cosmonauts
225,каденюк,10,Ukrainian cosmonauts
226,force,9,Ukrainian cosmonauts
227,pilot,9,Ukrainian cosmonauts
228,5,8,Ukrainian cosmonauts
229,astronauts,8,Ukrainian cosmonauts
230,center,8,Ukrainian cosmonauts
231,military,8,Ukrainian cosmonauts
232,national,8,Ukrainian cosmonauts
233,scientific,8,Ukrainian cosmonauts
234,soyuz,8,Ukrainian cosmonauts
235,union,8,Ukrainian cosmonauts
236,1998,7,Ukrainian cosmonauts
237,2,7,Ukrainian cosmonauts
238,3,7,Ukrainian cosmonauts
239,aircraft,7,Ukrainian cosmonauts
240,astronaut,7,Ukrainian cosmonauts
241,board,7,Ukrainian cosmonauts
242,encyclopedia,7,Ukrainian cosmonauts
243,forces,7,Ukrainian cosmonauts
244,isbn,7,Ukrainian cosmonauts
245,member,7,Ukrainian cosmonauts
246,order,7,Ukrainian cosmonauts
247,research,7,Ukrainian cosmonauts
248,school,7,Ukrainian cosmonauts
249,selected,7,Ukrainian cosmonauts
250,de,26,Belgian astronauts
251,winne,26,Belgian astronauts
252,space,25,Belgian astronauts
253,belgian,12,Belgian astronauts
254,european,12,Belgian astronauts
255,air,11,Belgian astronauts
256,astronaut,9,Belgian astronauts
257,frimout,9,Belgian astronauts
258,university,9,Belgian astronauts
259,belgium,8,Belgian astronauts
260,esa,8,Belgian astronauts
261,experiments,8,Belgian astronauts
262,mission,7,Belgian astronauts
263,aboard,6,Belgian astronauts
264,doctorate,6,Belgian astronauts
265,force,6,Belgian astronauts
266,officer,6,Belgian astronauts
267,order,6,Belgian astronauts
268,royal,6,Belgian astronauts
269,test,6,Belgian astronauts
270,training,6,Belgian astronauts
271,agency,5,Belgian astronauts
272,crew,5,Belgian astronauts
273,flight,5,Belgian astronauts
274,ghent,5,Belgian astronauts
275,honorary,5,Belgian astronauts
276,member,5,Belgian astronauts
277,pilot,5,Belgian astronauts
278,school,5,Belgian astronauts
279,station,5,Belgian astronauts
280,1992,4,Belgian astronauts
281,21,4,Belgian astronauts
282,april,4,Belgian astronauts
283,atmospheric,4,Belgian astronauts
284,degree,4,Belgian astronauts
285,engineer,4,Belgian astronauts
286,expedition,4,Belgian astronauts
287,flying,4,Belgian astronauts
288,frank,4,Belgian astronauts
289,international,4,Belgian astronauts
290,microgravity,4,Belgian astronauts
291,nasa,4,Belgian astronauts
292,research,4,Belgian astronauts
293,responsible,4,Belgian astronauts
294,soyuz,4,Belgian astronauts
295,viscount,4,Belgian astronauts
296,1984,3,Belgian astronauts
297,1998,3,Belgian astronauts
298,2002,3,Belgian astronauts
299,2009,3,Belgian astronauts
300,farkas,10,Hungarian astronauts
301,hungarian,7,Hungarian astronauts
302,space,6,Hungarian astronauts
303,cosmonaut,5,Hungarian astronauts
304,bertalan,4,Hungarian astronauts
305,military,3,Hungarian astronauts
306,soviet,3,Hungarian astronauts
307,1980,2,Hungarian astronauts
308,astronaut,2,Hungarian astronauts
309,attended,2,Hungarian astronauts
310,biography,2,Hungarian astronauts
311,born,2,Hungarian astronauts
312,election,2,Hungarian astronauts
313,graduated,2,Hungarian astronauts
314,györgy,2,Hungarian astronauts
315,hungary,2,Hungarian astronauts
316,international,2,Hungarian astronauts
317,kubasov,2,Hungarian astronauts
318,life,2,Hungarian astronauts
319,rank,2,Hungarian astronauts
320,simonyi,2,Hungarian astronauts
321,union,2,Hungarian astronauts
322,124,1,Hungarian astronauts
323,140,1,Hungarian astronauts
324,18:20,1,Hungarian astronauts
325,1949,1,Hungarian astronauts
326,1969,1,Hungarian astronauts
327,1972,1,Hungarian astronauts
328,1978,1,Hungarian astronauts
329,2,1,Hungarian astronauts
330,20,1,Hungarian astronauts
331,2006,1,Hungarian astronauts
332,2025,1,Hungarian astronauts
333,26,1,Hungarian astronauts
334,30,1,Hungarian astronauts
335,36,1,Hungarian astronauts
336,45,1,Hungarian astronauts
337,7,1,Hungarian astronauts
338,aeronautical,1,Hungarian astronauts
339,aida,1,Hungarian astronauts
340,air,1,Hungarian astronauts
341,airlines,1,Hungarian astronauts
342,american,1,Hungarian astronauts
343,anikó,1,Hungarian astronauts
344,august,1,Hungarian astronauts
345,aviation,1,Hungarian astronauts
346,awarded,1,Hungarian astronauts
347,backup,1,Hungarian astronauts
348,baikonur,1,Hungarian astronauts
349,baktalórántháza,1,Hungarian astronauts
350,space,168,British astronauts
351,british,99,British astronauts
352,satellite,37,British astronauts
353,sharman,37,British astronauts
354,peake,35,British astronauts
355,uk,34,British astronauts
356,government,32,British astronauts
357,astronaut,30,British astronauts
358,foale,30,British astronauts
359,shuttleworth,28,British astronauts
360,launched,25,British astronauts
361,mission,25,British astronauts
362,station,25,British astronauts
363,programme,24,British astronauts
364,born,23,British astronauts
365,school,21,British astronauts
366,international,20,British astronauts
367,agency,19,British astronauts
368,nasa,19,British astronauts
369,mir,18,British astronauts
370,project,18,British astronauts
371,soyuz,18,British astronauts
372,helen,17,British astronauts
373,united,16,British astronauts
374,named,15,British astronauts
375,satellites,15,British astronauts
376,aboard,14,British astronauts
377,year,14,British astronauts
378,esa,13,British astronauts
379,kingdom,13,British astronauts
380,south,13,British astronauts
381,development,12,British astronauts
382,european,12,British astronauts
383,iss,12,British astronauts
384,later,12,British astronauts
385,launch,12,British astronauts
386,million,12,British astronauts
387,system,12,British astronauts
388,television,12,British astronauts
389,1991,11,British astronauts
390,2016,11,British astronauts
391,canonical,11,British astronauts
392,company,11,British astronauts
393,funding,11,British astronauts
394,isbn,11,British astronauts
395,military,11,British astronauts
396,national,11,British astronauts
397,new,11,British astronauts
398,operations,11,British astronauts
399,orbit,11,British astronauts
400,aimbetov,12,Kazakhstani cosmonauts
401,cosmonaut,9,Kazakhstani cosmonauts
402,space,7,Kazakhstani cosmonauts
403,2015,6,Kazakhstani cosmonauts
404,kazakhstan,6,Kazakhstani cosmonauts
405,fly,5,Kazakhstani cosmonauts
406,kazakh,5,Kazakhstani cosmonauts
407,mission,4,Kazakhstani cosmonauts
408,m,3,Kazakhstani cosmonauts
409,military,3,Kazakhstani cosmonauts
410,school,3,Kazakhstani cosmonauts
411,september,3,Kazakhstani cosmonauts
412,soyuz,3,Kazakhstani cosmonauts
413,station,3,Kazakhstani cosmonauts
414,2009,2,Kazakhstani cosmonauts
415,aboard,2,Kazakhstani cosmonauts
416,aidyn,2,Kazakhstani cosmonauts
417,aimakhanov,2,Kazakhstani cosmonauts
418,andreas,2,Kazakhstani cosmonauts
419,astana,2,Kazakhstani cosmonauts
420,astronaut,2,Kazakhstani cosmonauts
421,backup,2,Kazakhstani cosmonauts
422,born,2,Kazakhstani cosmonauts
423,capsule,2,Kazakhstani cosmonauts
424,career,2,Kazakhstani cosmonauts
425,commander,2,Kazakhstani cosmonauts
426,having,2,Kazakhstani cosmonauts
427,international,2,Kazakhstani cosmonauts
428,launch,2,Kazakhstani cosmonauts
429,mogensen,2,Kazakhstani cosmonauts
430,national,2,Kazakhstani cosmonauts
431,projected,2,Kazakhstani cosmonauts
432,returned,2,Kazakhstani cosmonauts
433,returning,2,Kazakhstani cosmonauts
434,rookie,2,Kazakhstani cosmonauts
435,russia,2,Kazakhstani cosmonauts
436,russian,2,Kazakhstani cosmonauts
437,selected,2,Kazakhstani cosmonauts
438,sergey,2,Kazakhstani cosmonauts
439,tma-18,2,Kazakhstani cosmonauts
440,withdrawn,2,Kazakhstani cosmonauts
441,айдын,2,Kazakhstani cosmonauts
442,1,1,Kazakhstani cosmonauts
443,10,1,Kazakhstani cosmonauts
444,11,1,Kazakhstani cosmonauts
445,1972,1,Kazakhstani cosmonauts
446,1991,1,Kazakhstani cosmonauts
447,2,1,Kazakhstani cosmonauts
448,"2,000",1,Kazakhstani cosmonauts
449,2002,1,Kazakhstani cosmonauts
450,fuglesang,21,Swedish astronauts
451,space,16,Swedish astronauts
452,mission,15,Swedish astronauts
453,astronaut,12,Swedish astronauts
454,esa,8,Swedish astronauts
455,stockholm,8,Swedish astronauts
456,training,8,Swedish astronauts
457,crew,7,Swedish astronauts
458,nasa,7,Swedish astronauts
459,spacewalks,7,Swedish astronauts
460,swedish,7,Swedish astronauts
461,institute,6,Swedish astronauts
462,iss,6,Swedish astronauts
463,selected,6,Swedish astronauts
464,soyuz,6,Swedish astronauts
465,station,6,Swedish astronauts
466,royal,5,Swedish astronauts
467,russian,5,Swedish astronauts
468,specialist,5,Swedish astronauts
469,sts-116,5,Swedish astronauts
470,technology,5,Swedish astronauts
471,time,5,Swedish astronauts
472,95,4,Swedish astronauts
473,center,4,Swedish astronauts
474,cern,4,Swedish astronauts
475,december,4,Swedish astronauts
476,euromir,4,Swedish astronauts
477,european,4,Swedish astronauts
478,eva,4,Swedish astronauts
479,experiment,4,Swedish astronauts
480,fellow,4,Swedish astronauts
481,international,4,Swedish astronauts
482,mir,4,Swedish astronauts
483,operations,4,Swedish astronauts
484,performed,4,Swedish astronauts
485,physics,4,Swedish astronauts
486,record,4,Swedish astronauts
487,sts-128,4,Swedish astronauts
488,tspk,4,Swedish astronauts
489,university,4,Swedish astronauts
490,15,3,Swedish astronauts
491,18,3,Swedish astronauts
492,1992,3,Swedish astronauts
493,1996,3,Swedish astronauts
494,2006,3,Swedish astronauts
495,2007,3,Swedish astronauts
496,aloft,3,Swedish astronauts
497,celsius,3,Swedish astronauts
498,curbeam,3,Swedish astronauts
499,doctorate,3,Swedish astronauts
500,momand,19,Afghan cosmonauts
501,space,14,Afghan cosmonauts
502,afghan,11,Afghan cosmonauts
503,abdul,7,Afghan cosmonauts
504,ahad,7,Afghan cosmonauts
505,crew,6,Afghan cosmonauts
506,mission,6,Afghan cosmonauts
507,afghanistan,5,Afghan cosmonauts
508,soyuz,5,Afghan cosmonauts
509,air,4,Afghan cosmonauts
510,cosmonaut,4,Afghan cosmonauts
511,dawran,4,Afghan cosmonauts
512,force,4,Afghan cosmonauts
513,mohmand,4,Afghan cosmonauts
514,president,4,Afghan cosmonauts
515,soviet,4,Afghan cosmonauts
516,1988,3,Afghan cosmonauts
517,astronauts,3,Afghan cosmonauts
518,citizen,3,Afghan cosmonauts
519,fifth,3,Afghan cosmonauts
520,higher,3,Afghan cosmonauts
521,language,3,Afghan cosmonauts
522,lyakhov,3,Afghan cosmonauts
523,mir,3,Afghan cosmonauts
524,najibullah,3,Afghan cosmonauts
525,outer,3,Afghan cosmonauts
526,pashto,3,Afghan cosmonauts
527,returned,3,Afghan cosmonauts
528,september,3,Afghan cosmonauts
529,tm-5,3,Afghan cosmonauts
530,1959,2,Afghan cosmonauts
531,29,2,Afghan cosmonauts
532,6,2,Afghan cosmonauts
533,aboard,2,Afghan cosmonauts
534,august,2,Afghan cosmonauts
535,born,2,Afghan cosmonauts
536,called,2,Afghan cosmonauts
537,candidate,2,Afghan cosmonauts
538,control,2,Afghan cosmonauts
539,days,2,Afghan cosmonauts
540,flight,2,Afghan cosmonauts
541,german,2,Afghan cosmonauts
542,gmt,2,Afghan cosmonauts
543,government,2,Afghan cosmonauts
544,held,2,Afghan cosmonauts
545,intercosmos,2,Afghan cosmonauts
546,later,2,Afghan cosmonauts
547,live,2,Afghan cosmonauts
548,military,2,Afghan cosmonauts
549,mother,2,Afghan cosmonauts
550,pilot,9,Lithuanian astronauts
551,ussr,8,Lithuanian astronauts
552,soviet,7,Lithuanian astronauts
553,cosmonaut,6,Lithuanian astronauts
554,space,6,Lithuanian astronauts
555,stankevičius,6,Lithuanian astronauts
556,su-27,6,Lithuanian astronauts
557,1990,5,Lithuanian astronauts
558,buran,5,Lithuanian astronauts
559,crash,5,Lithuanian astronauts
560,lithuanian,5,Lithuanian astronauts
561,salgareda,5,Lithuanian astronauts
562,soyuz,5,Lithuanian astronauts
563,test,5,Lithuanian astronauts
564,1969,4,Lithuanian astronauts
565,22,4,Lithuanian astronauts
566,air,4,Lithuanian astronauts
567,fighter,4,Lithuanian astronauts
568,programme,4,Lithuanian astronauts
569,school,4,Lithuanian astronauts
570,september,4,Lithuanian astronauts
571,5,3,Lithuanian astronauts
572,9,3,Lithuanian astronauts
573,aleksei,3,Lithuanian astronauts
574,flew,3,Lithuanian astronauts
575,flight,3,Lithuanian astronauts
576,italy,3,Lithuanian astronauts
577,january,3,Lithuanian astronauts
578,july,3,Lithuanian astronauts
579,korolev,3,Lithuanian astronauts
580,people,3,Lithuanian astronauts
581,rimantas,3,Lithuanian astronauts
582,shuttle,3,Lithuanian astronauts
583,yeliseyev,3,Lithuanian astronauts
584,14,2,Lithuanian astronauts
585,1982,2,Lithuanian astronauts
586,3,2,Lithuanian astronauts
587,8,2,Lithuanian astronauts
588,accomplished,2,Lithuanian astronauts
589,aircraft,2,Lithuanian astronauts
590,airshow,2,Lithuanian astronauts
591,americans,2,Lithuanian astronauts
592,antanas,2,Lithuanian astronauts
593,april,2,Lithuanian astronauts
594,baikonur,2,Lithuanian astronauts
595,bauman,2,Lithuanian astronauts
596,bulgaria,2,Lithuanian astronauts
597,died,2,Lithuanian astronauts
598,engineer,2,Lithuanian astronauts
599,games,2,Lithuanian astronauts
600,duque,15,Spanish astronauts
601,esa,9,Spanish astronauts
602,minister,7,Spanish astronauts
603,space,7,Spanish astronauts
604,university,6,Spanish astronauts
605,astronaut,5,Spanish astronauts
606,pedro,5,Spanish astronauts
607,science,5,Spanish astronauts
608,2019,4,Spanish astronauts
609,2020,4,Spanish astronauts
610,causa,4,Spanish astronauts
611,doctor,4,Spanish astronauts
612,european,4,Spanish astronauts
613,honoris,4,Spanish astronauts
614,madrid,4,Spanish astronauts
615,operations,4,Spanish astronauts
616,spain,4,Spanish astronauts
617,spanish,4,Spanish astronauts
618,2011,3,Spanish astronauts
619,aeronautical,3,Spanish astronauts
620,agency,3,Spanish astronauts
621,biography,3,Spanish astronauts
622,named,3,Spanish astronauts
623,1963,2,Spanish astronauts
624,1986,2,Spanish astronauts
625,1999,2,Spanish astronauts
626,2003,2,Spanish astronauts
627,2016,2,Spanish astronauts
628,2018,2,Spanish astronauts
629,april,2,Spanish astronauts
630,astronauts,2,Spanish astronauts
631,company,2,Spanish astronauts
632,confirmed,2,Spanish astronauts
633,contribution,2,Spanish astronauts
634,de,2,Spanish astronauts
635,deimos,2,Spanish astronauts
636,education,2,Spanish astronauts
637,february,2,Spanish astronauts
638,federation,2,Spanish astronauts
639,government,2,Spanish astronauts
640,innovation,2,Spanish astronauts
641,international,2,Spanish astronauts
642,merit,2,Spanish astronauts
643,mission,2,Spanish astronauts
644,mp,2,Spanish astronauts
645,october,2,Spanish astronauts
646,position,2,Spanish astronauts
647,responsibility,2,Spanish astronauts
648,russian,2,Spanish astronauts
649,school,2,Spanish astronauts
650,space,161,Canadian astronauts
651,canadian,116,Canadian astronauts
652,hadfield,77,Canadian astronauts
653,university,77,Canadian astronauts
654,astronaut,72,Canadian astronauts
655,canada,66,Canadian astronauts
656,payette,61,Canadian astronauts
657,garneau,56,Canadian astronauts
658,mission,56,Canadian astronauts
659,science,51,Canadian astronauts
660,2017,37,Canadian astronauts
661,csa,37,Canadian astronauts
662,station,36,Canadian astronauts
663,williams,36,Canadian astronauts
664,2013,34,Canadian astronauts
665,international,34,Canadian astronauts
666,october,33,Canadian astronauts
667,served,33,Canadian astronauts
668,flight,32,Canadian astronauts
669,nasa,32,Canadian astronauts
670,research,32,Canadian astronauts
671,thirsk,32,Canadian astronauts
672,college,31,Canadian astronauts
673,training,31,Canadian astronauts
674,military,30,Canadian astronauts
675,royal,30,Canadian astronauts
676,life,29,Canadian astronauts
677,agency,28,Canadian astronauts
678,general,28,Canadian astronauts
679,january,28,Canadian astronauts
680,ontario,27,Canadian astronauts
681,order,27,Canadian astronauts
682,governor,26,Canadian astronauts
683,toronto,24,Canadian astronauts
684,2021,23,Canadian astronauts
685,announced,23,Canadian astronauts
686,crew,23,Canadian astronauts
687,doctor,23,Canadian astronauts
688,engineering,23,Canadian astronauts
689,shuttle,23,Canadian astronauts
690,21,22,Canadian astronauts
691,member,22,Canadian astronauts
692,new,22,Canadian astronauts
693,party,22,Canadian astronauts
694,program,22,Canadian astronauts
695,school,22,Canadian astronauts
696,career,21,Canadian astronauts
697,honorary,21,Canadian astronauts
698,pilot,21,Canadian astronauts
699,selected,21,Canadian astronauts
700,space,67,Japanese astronauts
701,flight,36,Japanese astronauts
702,crew,28,Japanese astronauts
703,noguchi,28,Japanese astronauts
704,akiyama,26,Japanese astronauts
705,japanese,26,Japanese astronauts
706,station,25,Japanese astronauts
707,astronaut,24,Japanese astronauts
708,aboard,20,Japanese astronauts
709,expedition,19,Japanese astronauts
710,maezawa,19,Japanese astronauts
711,training,19,Japanese astronauts
712,december,17,Japanese astronauts
713,mission,17,Japanese astronauts
714,shuttle,17,Japanese astronauts
715,japan,16,Japanese astronauts
716,kanai,15,Japanese astronauts
717,soyuz,15,Japanese astronauts
718,million,13,Japanese astronauts
719,tbs,13,Japanese astronauts
720,iss,12,Japanese astronauts
721,jaxa,12,Japanese astronauts
722,sts-114,12,Japanese astronauts
723,assigned,11,Japanese astronauts
724,international,11,Japanese astronauts
725,tokyo,11,Japanese astronauts
726,1,10,Japanese astronauts
727,2021,10,Japanese astronauts
728,days,10,Japanese astronauts
729,nasa,10,Japanese astronauts
730,art,9,Japanese astronauts
731,astronauts,9,Japanese astronauts
732,earth,9,Japanese astronauts
733,fly,9,Japanese astronauts
734,following,9,Japanese astronauts
735,later,9,Japanese astronauts
736,launched,9,Japanese astronauts
737,2,8,Japanese astronauts
738,2011,8,Japanese astronauts
739,announced,8,Japanese astronauts
740,career,8,Japanese astronauts
741,june,8,Japanese astronauts
742,launch,8,Japanese astronauts
743,medical,8,Japanese astronauts
744,returned,8,Japanese astronauts
745,1991,7,Japanese astronauts
746,august,7,Japanese astronauts
747,center,7,Japanese astronauts
748,cosmonaut,7,Japanese astronauts
749,defense,7,Japanese astronauts
750,space,34,Chinese astronauts
751,lu,30,Chinese astronauts
752,nasa,25,Chinese astronauts
753,lindgren,22,Chinese astronauts
754,iss,19,Chinese astronauts
755,crew,13,Chinese astronauts
756,astronaut,12,Chinese astronauts
757,mission,11,Chinese astronauts
758,earth,10,Chinese astronauts
759,expedition,10,Chinese astronauts
760,soyuz,10,Chinese astronauts
761,station,10,Chinese astronauts
762,training,10,Chinese astronauts
763,2015,9,Chinese astronauts
764,flight,9,Chinese astronauts
765,science,9,Chinese astronauts
766,international,8,Chinese astronauts
767,university,8,Chinese astronauts
768,american,7,Chinese astronauts
769,chinese,7,Chinese astronauts
770,asteroids,6,Chinese astronauts
771,astronauts,6,Chinese astronauts
772,card,6,Chinese astronauts
773,center,6,Chinese astronauts
774,later,6,Chinese astronauts
775,october,6,Chinese astronauts
776,2007,5,Chinese astronauts
777,alongside,5,Chinese astronauts
778,b612,5,Chinese astronauts
779,backup,5,Chinese astronauts
780,bagpipes,5,Chinese astronauts
781,cards,5,Chinese astronauts
782,commander,5,Chinese astronauts
783,cosmonaut,5,Chinese astronauts
784,foundation,5,Chinese astronauts
785,june,5,Chinese astronauts
786,kjell,5,Chinese astronauts
787,launched,5,Chinese astronauts
788,m,5,Chinese astronauts
789,new,5,Chinese astronauts
790,randi,5,Chinese astronauts
791,spacecraft,5,Chinese astronauts
792,spacewalk,5,Chinese astronauts
793,work,5,Chinese astronauts
794,2022,4,Chinese astronauts
795,22,4,Chinese astronauts
796,air,4,Chinese astronauts
797,assigned,4,Chinese astronauts
798,asteroid,4,Chinese astronauts
799,candidates,4,Chinese astronauts
800,al,46,Emirati astronauts
801,space,23,Emirati astronauts
802,uae,23,Emirati astronauts
803,mansoori,18,Emirati astronauts
804,mission,15,Emirati astronauts
805,astronaut,13,Emirati astronauts
806,iss,13,Emirati astronauts
807,soyuz,13,Emirati astronauts
808,bin,11,Emirati astronauts
809,neyadi,10,Emirati astronauts
810,sultan,10,Emirati astronauts
811,mansouri,9,Emirati astronauts
812,mohammed,9,Emirati astronauts
813,aboard,8,Emirati astronauts
814,arab,8,Emirati astronauts
815,rashid,8,Emirati astronauts
816,united,8,Emirati astronauts
817,2019,7,Emirati astronauts
818,3,7,Emirati astronauts
819,astronauts,7,Emirati astronauts
820,emirates,7,Emirati astronauts
821,selected,7,Emirati astronauts
822,training,7,Emirati astronauts
823,air,6,Emirati astronauts
824,centre,6,Emirati astronauts
825,following,6,Emirati astronauts
826,launched,6,Emirati astronauts
827,september,6,Emirati astronauts
828,announced,5,Emirati astronauts
829,emirati,5,Emirati astronauts
830,hazza,5,Emirati astronauts
831,hazzaa,5,Emirati astronauts
832,mbrsc,5,Emirati astronauts
833,ms-15,5,Emirati astronauts
834,pilot,5,Emirati astronauts
835,russian,5,Emirati astronauts
836,school,5,Emirati astronauts
837,went,5,Emirati astronauts
